UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
111624030,651249,2021-01-25 17:28:34,2021-01-25 17:31:50,Janiszewskiego (PWr),Poza stacją,4
111624034,650514,2021-01-25 17:28:50,2021-01-25 17:41:35,Krakowska / Leroy Merlin,"Dworzec Główny, południe",13
111624042,57086,2021-01-25 17:29:21,2021-01-25 17:35:33,Klecińska / Duńska,Strzegomska / Rogowska ,7
111624044,57056,2021-01-25 17:29:27,2021-01-25 17:39:15,Krzywoustego / Korona,Aleja Kromera,10
111624088,651165,2021-01-25 17:31:10,2021-01-25 17:47:40,"Dworzec Główny, południe",Młodych Techników,17
111624097,57441,2021-01-25 17:31:33,2021-01-25 17:55:16,Legnicka / Zachodnia ,Traugutta / Pułaskiego,24
111624110,651207,2021-01-25 17:31:56,2021-01-25 17:42:07,Plac Uniwersytecki (UWr),Powstańców Śląskich (Arkady Wrocławskie),11
111624118,650941,2021-01-25 17:32:21,2021-01-25 17:43:34,Aleja Kromera,Krzywoustego / Korona,12
111624123,651251,2021-01-25 17:32:29,2021-01-25 17:44:42,Aleja Bielany,Czekoladowa / Wałbrzyska,13
111624145,651361,2021-01-25 17:33:06,2021-01-25 17:33:16,Żmigrodzka / Marino,Żmigrodzka / Marino,1
111624146,57858,2021-01-25 17:33:08,2021-01-25 17:43:01,Poza stacją,Młodych Techników,10
111624150,650846,2021-01-25 17:33:15,2021-01-25 17:36:20,Poza stacją,Poza stacją,4
111624167,650346,2021-01-25 17:33:44,2021-01-25 17:39:16,Zaporoska / Wielka / Krucza,Grabiszyńska / Stalowa,6
111624174,650876,2021-01-25 17:33:58,2021-01-25 21:09:07,Solskiego / al. Piastów,Wałbrzyska - pętla tramwajowa,216
111624187,650624,2021-01-25 17:34:31,2021-01-25 17:35:25,Żmigrodzka / Marino,Żmigrodzka / Marino,1
111624198,650204,2021-01-25 17:35:09,2021-01-25 17:40:27,Drobnera / Dubois,Poza stacją,6
111624226,651361,2021-01-25 17:35:50,2021-01-25 17:36:55,Żmigrodzka / Marino,Żmigrodzka / Marino,2
111624269,651152,2021-01-25 17:37:08,2021-01-25 17:42:33,Wałbrzyska - pętla tramwajowa,Czekoladowa / Wałbrzyska,6
111624289,651144,2021-01-25 17:37:55,2021-01-25 17:38:27,Rondo Reagana,Rondo Reagana,1
111624304,651375,2021-01-25 17:38:34,2021-01-25 17:53:24,Poza stacją,Plac Dominikański (Galeria Dominikańska),15
111624305,57098,2021-01-25 17:38:37,2021-01-25 17:45:49,Dyrekcyjna / Borowska (Wroclavia),Kościuszki / Komuny Paryskiej / Zgodna,8
111624307,650906,2021-01-25 17:38:40,2021-01-25 17:54:19,pl. Orląt Lwowskich,Popowicka ,16
111624315,650317,2021-01-25 17:38:53,2021-01-25 17:51:07,"Dworzec Główny, południe",Plac Powstańców Śląskich,13
111624319,651344,2021-01-25 17:39:09,2021-01-25 17:48:22,Grabiszyńska / Stalowa,Zaporoska / Grabiszyńska,10
111624327,650503,2021-01-25 17:39:24,2021-01-25 17:50:15,Poza stacją,Poza stacją,11
111624331,651314,2021-01-25 17:39:40,2021-01-25 17:47:47,"Kosmonautów / Fieldorfa, szpital wojewódzki",Wojanowska / Arbuzowa ,9
111624338,651193,2021-01-25 17:39:53,2021-01-25 17:57:11,Ślężna / Skierniewicka,Ślężna / Skierniewicka,18
111624345,650544,2021-01-25 17:40:02,2021-01-25 17:45:14,Grabiszyńska / Magazynierska (Corte Verona),Pereca / Grabiszyńska,6
111624371,650846,2021-01-25 17:40:48,2021-01-25 17:57:47,Poza stacją,Poza stacją,17
111624380,651249,2021-01-25 17:41:11,2021-01-25 17:43:55,Poza stacją,Plac Grunwaldzki (DS Ołówek),3
111624378,650436,2021-01-25 17:41:11,2021-01-25 17:44:29,Zachodnia / Poznańska,Legnicka / Zachodnia ,4
111624407,651471,2021-01-25 17:42:01,2021-01-25 17:42:26,Skarbowców / Wietrzna,Skarbowców / Wietrzna,1
111624416,57541,2021-01-25 17:42:20,2021-01-25 17:50:39,Promenady Wrocławskie,Drobnera / Plac Bema,9
111624419,651370,2021-01-25 17:42:25,2021-01-25 17:55:52,Dyrekcyjna / Borowska (Wroclavia),Rynek,14
111624423,650204,2021-01-25 17:42:29,2021-01-25 17:49:20,Poza stacją,Poza stacją,7
111624440,651471,2021-01-25 17:42:57,2021-01-25 18:04:23,Skarbowców / Wietrzna,Czekoladowa / Wałbrzyska,22
111624441,650724,2021-01-25 17:42:58,2021-01-25 20:07:51,Ślężna / Aleja Wiśniowa,al. Armii Krajowej / Borowska,145
111624478,650021,2021-01-25 17:43:53,2021-01-25 17:51:48,Legnicka / Młodych Techników,Plac Uniwersytecki (UWr),8
111624520,651249,2021-01-25 17:45:14,2021-01-25 17:52:34,Plac Grunwaldzki (DS Ołówek),Poza stacją,8
111624578,57290,2021-01-25 17:47:22,2021-01-25 18:06:05,"Grochowa / Jemiołowa,",Poza stacją,19
111624590,651221,2021-01-25 17:47:44,2021-01-25 18:07:12,al. Kochanowskiego / Kopernika,Krzywoustego / Korona,20
111624593,651211,2021-01-25 17:47:48,2021-01-25 17:56:06,Świeradowska / Krynicka,Gazowa / Międzyleska,9
111624620,57921,2021-01-25 17:48:45,2021-01-25 17:48:52,Komandorska / Kamienna,Komandorska / Kamienna,1
111624645,57921,2021-01-25 17:49:36,2021-01-25 17:55:26,Komandorska / Kamienna,Dworzec Główny ,6
111624652,57117,2021-01-25 17:49:47,2021-01-25 18:08:55,Plac Kościuszki (Renoma),Nyska / Jesionowa,20
111624667,57797,2021-01-25 17:50:19,2021-01-25 18:03:36,Pilczycka (Stadion Miejski),Hermanowska / Kołobrzeska,14
111624687,651344,2021-01-25 17:50:57,2021-01-25 18:45:06,Zaporoska / Grabiszyńska,Rondo Reagana,55
111624688,57331,2021-01-25 17:51:13,2021-01-25 17:57:25,Legnicka / Wejherowska,Legnicka (Park Magnolia),7
111624702,650451,2021-01-25 17:51:48,2021-01-25 17:59:46,Janiszewskiego (PWr),Sienkiewicza / Piastowska,8
111624753,650503,2021-01-25 17:53:36,2021-01-25 18:16:07,Poza stacją,Poza stacją,23
111624761,650223,2021-01-25 17:53:54,2021-01-25 17:59:09,Promenady Wrocławskie,Nowowiejska / Jedności Narodowej,6
111624765,651375,2021-01-25 17:53:57,2021-01-25 18:11:49,Plac Dominikański (Galeria Dominikańska),Poza stacją,18
111624773,650284,2021-01-25 17:54:11,2021-01-25 18:07:19,Kościuszki / Pułaskiego,Kazimierza Wielkiego (Helios),14
111624813,650315,2021-01-25 17:55:47,2021-01-25 18:10:27,Powstańców Śląskich (Arkady Wrocławskie),Popowicka / Niedźwiedzia ,15
111624880,650514,2021-01-25 17:58:26,2021-01-25 18:08:46,"Dworzec Główny, południe",pl. Orląt Lwowskich,11
111624898,651298,2021-01-25 17:59:16,2021-01-25 18:26:51,Ślężna / Aleja Wiśniowa,Drobnera / Dubois,28
111624923,650204,2021-01-25 18:00:02,2021-01-25 18:04:37,Poza stacją,Plac Kościuszki (Renoma),5
111624964,650346,2021-01-25 18:01:45,2021-01-25 18:06:44,Grabiszyńska / Stalowa,Zaporoska / Grabiszyńska,5
111624976,651249,2021-01-25 18:02:09,2021-01-25 18:05:40,Poza stacją,Piaskowa / św. Ducha,4
111624992,651036,2021-01-25 18:02:52,2021-01-25 18:12:40,Poniatowskiego / Oleśnicka,Jagiełły / Dmowskiego ,10
111625006,650846,2021-01-25 18:03:27,2021-01-25 18:17:34,Poza stacją,Szewska / Kazimierza Wielkiego ,15
111625007,650389,2021-01-25 18:03:28,2021-01-25 18:11:14,Kazimierza Wielkiego (Helios),Drobnera / Dubois,8
111625023,57982,2021-01-25 18:03:57,2021-01-25 18:06:55,Poza stacją,Plac Dominikański (Galeria Dominikańska),3
111625044,651206,2021-01-25 18:04:59,2021-01-25 18:20:28,Nowowiejska / Jedności Narodowej,Plac Dominikański (Galeria Dominikańska),16
111625059,651149,2021-01-25 18:05:30,2021-01-25 18:24:16,Aleja Bielany,Przyjaźni / Karkonoska,19
111625086,57430,2021-01-25 18:06:24,2021-01-25 18:24:47,Olszewskiego / Spółdzielcza,Rondo Reagana,19
111625104,651457,2021-01-25 18:07:05,2021-01-25 18:13:34,al. Armii Krajowej / Bardzka,al. Armii Krajowej / Bardzka,7
111625122,57982,2021-01-25 18:07:33,2021-01-25 18:13:24,Plac Dominikański (Galeria Dominikańska),Rynek,6
111625120,650021,2021-01-25 18:07:33,2021-01-25 18:20:24,Plac Uniwersytecki (UWr),Nowowiejska / Górnickiego,13
111625133,651249,2021-01-25 18:07:50,2021-01-25 18:13:05,Piaskowa / św. Ducha,Traugutta / Pułaskiego,6
111625138,57895,2021-01-25 18:07:59,2021-01-25 18:19:35,Kazimierza Wielkiego (Helios),Dworzec Główny ,12
111625144,57010,2021-01-25 18:08:10,2021-01-25 18:21:19,Kurkowa / Dubois,Nowowiejska / Wyszyńskiego,14
111625164,650359,2021-01-25 18:08:55,2021-01-25 18:14:54,Hubska / Prudnicka,"Dworzec Główny, południe",6
111625233,650204,2021-01-25 18:11:33,2021-01-25 18:14:52,Plac Kościuszki (Renoma),Powstańców Śląskich (Arkady Wrocławskie),4
111625236,650584,2021-01-25 18:11:39,2021-01-25 18:37:57,Otyńska,Pereca / Grabiszyńska,27
111625244,650284,2021-01-25 18:12:05,2021-01-25 18:22:38,Kazimierza Wielkiego (Helios),Drobnera / Plac Bema,11
111625275,650277,2021-01-25 18:13:14,2021-01-25 18:18:58,Legnicka (Park Magnolia),Legnicka / Zachodnia ,6
111625293,651299,2021-01-25 18:13:56,2021-01-25 18:17:27,Średzka / Dolnobrzeska ,Leśnica - pętla tramwajowa,4
111625295,651370,2021-01-25 18:14:00,2021-01-25 18:43:12,Rynek,Opolska / Siemianowicka,30
111625298,57294,2021-01-25 18:14:09,2021-01-25 18:17:54,Aleja Bielany,Centrum Handlowe Auchan Bielany,4
111625303,651249,2021-01-25 18:14:28,2021-01-25 18:24:35,Traugutta / Pułaskiego,Rondo Reagana,11
111625315,651395,2021-01-25 18:14:38,2021-01-25 19:12:58,Poza stacją,Zwycięska / Agrestowa,59
111625344,650656,2021-01-25 18:15:26,2021-01-25 18:28:53,Pilczycka (Stadion Miejski),"Kosmonautów / Fieldorfa, szpital wojewódzki",14
111625376,650141,2021-01-25 18:16:31,2021-01-25 18:35:16,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),19
111625407,57744,2021-01-25 18:17:45,2021-01-25 18:20:07,Zaporoska / Gajowicka,Zaporoska / Gajowicka,3
111625412,650864,2021-01-25 18:17:53,2021-01-25 18:18:19,Krakowska / Leroy Merlin,Krakowska / Leroy Merlin,1
111625427,650503,2021-01-25 18:18:24,2021-01-25 18:27:01,Poza stacją,Poza stacją,9
111625429,650134,2021-01-25 18:18:36,2021-01-25 18:29:22,Krakowska / Leroy Merlin,Traugutta / Pułaskiego,11
111625470,651457,2021-01-25 18:19:47,2021-01-25 18:28:52,al. Armii Krajowej / Bardzka,al. Armii Krajowej / Bardzka,10
111625472,650911,2021-01-25 18:19:51,2021-01-25 18:23:22,Dworzec Główny ,Dworzec Główny ,4
111625486,651473,2021-01-25 18:20:27,2021-01-25 18:32:54,Zaporoska / Gajowicka,"Dworzec Główny, południe",13
111625494,651375,2021-01-25 18:20:53,2021-01-25 18:42:24,Poza stacją,Poza stacją,22
111625510,57921,2021-01-25 18:21:28,2021-01-25 18:25:37,Dworzec Główny ,Dworzec Główny ,5
111625511,650846,2021-01-25 18:21:30,2021-01-25 18:27:52,Szewska / Kazimierza Wielkiego ,Jagiełły / Dmowskiego ,7
111625570,651206,2021-01-25 18:24:02,2021-01-25 18:30:31,Plac Dominikański (Galeria Dominikańska),Wyszyńskiego / Szczytnicka,7
111625586,651378,2021-01-25 18:24:34,2021-01-25 18:24:48,Plac Staszica,Plac Staszica,1
111625587,57733,2021-01-25 18:24:38,2021-01-25 18:31:09,pl. Orląt Lwowskich,Poza stacją,7
111625588,650436,2021-01-25 18:24:48,2021-01-25 18:28:57,Legnicka / Zachodnia ,Śrubowa / Strzegomska,5
111625600,651354,2021-01-25 18:25:18,2021-01-25 18:40:33,Radeckiego / Marcinkowskiego (Uniw. Medyczny - CNIM),Plac Dominikański (Galeria Dominikańska),16
111625612,650911,2021-01-25 18:25:49,2021-01-25 18:45:19,Dworzec Główny ,Drobnera / Plac Bema,20
111625614,650023,2021-01-25 18:25:52,2021-01-25 18:31:19,Plac Staszica,Plac Świętego Macieja / Trzebnicka,6
111625621,57921,2021-01-25 18:26:08,2021-01-25 18:45:15,Dworzec Główny ,Drobnera / Plac Bema,20
111625648,650270,2021-01-25 18:27:03,2021-01-25 18:45:43,Poza stacją,Poza stacją,19
111625721,650317,2021-01-25 18:29:52,2021-01-25 18:54:50,Plac Powstańców Śląskich,Śrubowa / Strzegomska,25
111625729,650635,2021-01-25 18:30:32,2021-01-25 18:41:39,Koszarowa / UWr,Kamieńskiego / Jutrosińska,12
111625731,651221,2021-01-25 18:30:41,2021-01-25 18:39:59,Krzywoustego / Korona,Aleja Kromera,10
111625744,650503,2021-01-25 18:31:09,2021-01-25 18:32:47,Poza stacją,Poza stacją,2
111625750,650524,2021-01-25 18:31:27,2021-01-25 18:34:47,Sienkiewicza / Piastowska,Plac Grunwaldzki (DS Ołówek),4
111625749,650363,2021-01-25 18:31:27,2021-01-25 18:39:18,Grabiszyńska / Stalowa,Powstańcow Śląskich / Aleja Hallera,8
111625767,650240,2021-01-25 18:32:15,2021-01-25 18:34:51,Plac Powstańców Śląskich,Szczęśliwa (Sky Tower),3
111625773,57733,2021-01-25 18:32:26,2021-01-25 18:37:41,Poza stacją,Plac Dominikański (Galeria Dominikańska),6
111625774,650846,2021-01-25 18:32:27,2021-01-25 18:49:11,Jagiełły / Dmowskiego ,Poza stacją,17
111625778,57141,2021-01-25 18:32:29,2021-01-25 19:11:18,Śrubowa / Strzegomska,Skarbowców / Wietrzna,39
111625785,651467,2021-01-25 18:32:41,2021-01-25 18:44:40,Nowowiejska / Górnickiego,Wita Stwosza / Szewska,12
111625787,651207,2021-01-25 18:32:43,2021-01-25 18:35:15,Powstańców Śląskich (Arkady Wrocławskie),Plac Kościuszki (Renoma),3
111625793,651209,2021-01-25 18:33:10,2021-01-25 18:56:14,"Paprotna / Obornicka, zajezdnia MPK",Pilczycka (Stadion Miejski),24
111625849,650801,2021-01-25 18:35:31,2021-01-25 18:54:14,Graniczna / Strzegomska,Plac Strzegomski / Poznańska,19
111625858,650141,2021-01-25 18:35:54,2021-01-25 18:55:01,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),20
111625883,57352,2021-01-25 18:37:01,2021-01-25 19:18:08,Drzewieckiego / Dedala,Drzewieckiego / Dedala,42
111625899,650521,2021-01-25 18:37:26,2021-01-25 18:54:55,Centrum Handlowe Auchan Bielany,Solskiego / al. Piastów,18
111625920,57733,2021-01-25 18:38:12,2021-01-25 18:47:20,Plac Dominikański (Galeria Dominikańska),Plac Dominikański (Galeria Dominikańska),10
111625928,651196,2021-01-25 18:38:31,2021-01-25 18:53:10,Nowowiejska / Jedności Narodowej,Aleja Kromera,15
111625934,650253,2021-01-25 18:38:46,2021-01-25 18:50:11,Plac Jana Pawła II (Akademia Muzyczna),Szczęśliwa (Sky Tower),12
111625979,650503,2021-01-25 18:40:56,2021-01-25 18:45:47,Poza stacją,Drobnera / Dubois,5
111626073,57984,2021-01-25 18:44:27,2021-01-25 18:49:22,Rondo Reagana,Sienkiewicza / Wyszyńskiego,5
111626093,651468,2021-01-25 18:45:20,2021-01-25 18:54:15,Żeromskiego / Kluczborska,Szewska / Kazimierza Wielkiego ,9
111626097,650671,2021-01-25 18:45:23,2021-01-25 18:51:32,Bezpieczna / Obornicka,Żmigrodzka / Marino,7
111626102,651193,2021-01-25 18:45:34,2021-01-25 18:55:23,Ślężna / Skierniewicka,Świeradowska (Ferio Gaj ),10
111626107,650389,2021-01-25 18:45:43,2021-01-25 18:58:46,Drobnera / Dubois,Plac Legionów,14
111626108,651467,2021-01-25 18:45:44,2021-01-25 18:56:04,Wita Stwosza / Szewska,Szczęśliwa (Sky Tower),11
111626112,57921,2021-01-25 18:45:46,2021-01-25 18:58:13,Drobnera / Plac Bema,Jedności Narodowej / Wyszyńskiego,13
111626114,650911,2021-01-25 18:45:50,2021-01-25 18:58:15,Drobnera / Plac Bema,Jedności Narodowej / Wyszyńskiego,13
111626122,651344,2021-01-25 18:46:01,2021-01-25 19:03:24,Rondo Reagana,Poza stacją,18
111626129,651375,2021-01-25 18:46:33,2021-01-25 18:53:41,Poza stacją,Poza stacją,8
111626162,57733,2021-01-25 18:47:52,2021-01-25 19:00:37,Plac Dominikański (Galeria Dominikańska),Wyszyńskiego / Szczytnicka,13
111626220,57117,2021-01-25 18:50:28,2021-01-25 19:07:30,Nyska / Jesionowa,Rynek,18
111626228,650270,2021-01-25 18:50:49,2021-01-25 18:57:14,Poza stacją,Powstańcow Śląskich / Aleja Hallera,7
111626303,57744,2021-01-25 18:54:56,2021-01-25 18:55:29,Zaporoska / Gajowicka,Zaporoska / Gajowicka,1
111626311,650141,2021-01-25 18:55:34,2021-01-25 18:55:51,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),1
111626315,57498,2021-01-25 18:55:39,2021-01-25 19:04:45,Zaporoska / Gajowicka,Poza stacją,10
111626317,650021,2021-01-25 18:55:43,2021-01-25 19:01:01,Nowowiejska / Górnickiego,Poza stacją,6
111626323,650230,2021-01-25 18:55:52,2021-01-25 19:03:25,Fosa Miejska ,Janiszewskiego (PWr),8
111626331,650671,2021-01-25 18:56:12,2021-01-25 19:03:09,Żmigrodzka / Marino,Poza stacją,7
111626335,650503,2021-01-25 18:56:24,2021-01-25 19:13:13,Drobnera / Dubois,Poza stacją,17
111626348,651375,2021-01-25 18:56:51,2021-01-25 19:29:14,Poza stacją,Traugutta / Kościuszki,33
111626358,650141,2021-01-25 18:57:06,2021-01-25 19:16:00,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),19
111626360,650978,2021-01-25 18:57:18,2021-01-25 19:03:24,Graniczna / Strzegomska,Strzegomska / Estońska,7
111626361,650346,2021-01-25 18:57:19,2021-01-25 19:15:19,Zaporoska / Grabiszyńska,Walońska (Angel Poland Group),18
111626420,651473,2021-01-25 18:59:58,2021-01-25 19:21:35,"Dworzec Główny, południe",Zwycięska / Agrestowa,22
111626421,651207,2021-01-25 19:00:00,2021-01-25 19:06:33,Plac Kościuszki (Renoma),Plac Uniwersytecki (UWr),7
111626428,650846,2021-01-25 19:00:16,2021-01-25 19:02:46,Poza stacją,Szczęśliwa (Sky Tower),3
111626432,650307,2021-01-25 19:00:27,2021-01-25 19:17:43,al. Armii Krajowej / Borowska,Szewska / Kazimierza Wielkiego ,18
111626513,651344,2021-01-25 19:04:14,2021-01-25 19:16:46,Poza stacją,Rondo Reagana,13
111626527,57733,2021-01-25 19:04:38,2021-01-25 19:12:48,Wyszyńskiego / Szczytnicka,Plac Dominikański (Galeria Dominikańska),9
111626561,651354,2021-01-25 19:05:57,2021-01-25 19:12:43,Plac Dominikański (Galeria Dominikańska),Wyszyńskiego / Szczytnicka,7
111626596,57524,2021-01-25 19:07:50,2021-01-25 19:19:48,Poza stacją,Plac Grunwaldzki / Polaka,12
111626603,651253,2021-01-25 19:08:10,2021-01-25 19:49:31,Norwida / Wyspiańskiego (PWr),Strzegomska / Estońska,42
111626611,651249,2021-01-25 19:08:23,2021-01-25 19:15:37,Rondo Reagana,Kołłątaja / Podwale,8
111626625,650671,2021-01-25 19:08:45,2021-01-25 19:13:38,Poza stacją,Bezpieczna/Jugosławiańska,5
111626630,650630,2021-01-25 19:09:04,2021-01-25 19:21:42,Powstańców Śląskich/Orla,Wałbrzyska - pętla tramwajowa,13
111626639,650284,2021-01-25 19:09:19,2021-01-25 19:23:01,Drobnera / Plac Bema,Wita Stwosza / Szewska,14
111626648,651467,2021-01-25 19:09:48,2021-01-25 19:16:17,Szczęśliwa (Sky Tower),Zaporoska / Grabiszyńska,7
111626684,57795,2021-01-25 19:11:32,2021-01-25 19:29:24,Mińska / Stanisławowska,Grabiszyńska / Stalowa,18
111626702,57378,2021-01-25 19:12:16,2021-01-25 19:23:18,Zaporoska / Grabiszyńska,Kazimierza Wielkiego (Helios),12
111626737,650656,2021-01-25 19:13:44,2021-01-25 19:21:46,"Kosmonautów / Fieldorfa, szpital wojewódzki",Wojanowska / Arbuzowa ,9
111626742,651327,2021-01-25 19:14:08,2021-01-25 19:24:18,Młodych Techników,Plac Świętego Macieja / Trzebnicka,11
111626746,651468,2021-01-25 19:14:17,2021-01-25 19:25:13,Szewska / Kazimierza Wielkiego ,Wyszyńskiego / Szczytnicka,11
111626795,650503,2021-01-25 19:16:33,2021-01-25 19:34:27,Poza stacją,Wita Stwosza / Szewska,18
111626803,57883,2021-01-25 19:16:59,2021-01-25 19:30:04,Żeromskiego / Kluczborska,Promenady Wrocławskie,14
111626815,57608,2021-01-25 19:17:30,2021-01-25 19:30:13,Sienkiewicza / Piastowska,Drobnera / Dubois,13
111626816,651344,2021-01-25 19:17:30,2021-01-25 19:34:26,Rondo Reagana,Poza stacją,17
111626819,57430,2021-01-25 19:17:32,2021-01-25 19:25:36,Rondo Reagana,Poza stacją,9
111626838,650270,2021-01-25 19:18:53,2021-01-25 19:27:22,Powstańcow Śląskich / Aleja Hallera,Powstańców Śląskich (Arkady Wrocławskie),9
111626871,650514,2021-01-25 19:20:23,2021-01-25 19:30:13,pl. Orląt Lwowskich,"Dworzec Główny, południe",10
111626877,651218,2021-01-25 19:20:44,2021-01-25 19:29:03,al. Armii Krajowej / Borowska,Świeradowska / Krynicka,9
111626878,651354,2021-01-25 19:20:46,2021-01-25 19:27:48,Wyszyńskiego / Szczytnicka,Plac Dominikański (Galeria Dominikańska),8
111626932,650373,2021-01-25 19:22:57,2021-01-25 20:52:16,Poniatowskiego / Oleśnicka,Poniatowskiego / Oleśnicka,90
111626935,651139,2021-01-25 19:23:17,2021-01-25 19:34:24,Plac Strzegomski / Poznańska,Rynek,12
111626962,650630,2021-01-25 19:24:40,2021-01-25 19:41:09,Wałbrzyska - pętla tramwajowa,Wałbrzyska - pętla tramwajowa,17
111626982,57871,2021-01-25 19:25:42,2021-01-25 19:35:11,Koszarowa / UWr,al. Poprzeczna / stacja kolejowa,10
111626989,651468,2021-01-25 19:26:05,2021-01-25 19:39:05,Wyszyńskiego / Szczytnicka,Aleja Kromera,13
111627008,57950,2021-01-25 19:27:31,2021-01-25 19:40:48,Poza stacją,Drobnera / Dubois,14
111627015,651354,2021-01-25 19:28:20,2021-01-25 19:47:37,Plac Dominikański (Galeria Dominikańska),Żelazna / Pereca,20
111627027,651162,2021-01-25 19:29:05,2021-01-25 19:35:37,Poza stacją,Jedności Narodowej / Wyszyńskiego,7
111627034,650223,2021-01-25 19:29:20,2021-01-25 19:35:29,Nowowiejska / Jedności Narodowej,Jedności Narodowej / Wyszyńskiego,7
111627059,57204,2021-01-25 19:30:08,2021-01-25 19:47:18,Plac Staszica,Szczęśliwa (Sky Tower),18
111627064,57430,2021-01-25 19:30:28,2021-01-25 19:37:26,Poza stacją,Poza stacją,7
111627097,651315,2021-01-25 19:32:16,2021-01-25 19:40:30,Przyjaźni,Skarbowców / Wietrzna,9
111627131,651375,2021-01-25 19:34:11,2021-01-25 19:46:36,Traugutta / Kościuszki,Poza stacją,13
111627138,650307,2021-01-25 19:34:25,2021-01-25 19:43:35,Szewska / Kazimierza Wielkiego ,Ślężna / Kamienna (Uniw. Ekonomiczny),10
111627157,651344,2021-01-25 19:34:57,2021-01-25 19:53:57,Poza stacją,Poza stacją,19
111627160,651245,2021-01-25 19:35:00,2021-01-25 19:35:07,Plac Strzegomski / Poznańska,Plac Strzegomski / Poznańska,1
111627168,650503,2021-01-25 19:35:19,2021-01-25 19:36:35,Wita Stwosza / Szewska,Poza stacją,2
111627177,651245,2021-01-25 19:35:49,2021-01-25 19:36:37,Plac Strzegomski / Poznańska,Plac Strzegomski / Poznańska,1
111627203,57240,2021-01-25 19:36:29,2021-01-25 19:52:06,Plac Kościuszki (Renoma),Traugutta / Kościuszki,16
111627209,57982,2021-01-25 19:36:42,2021-01-25 19:53:57,Rynek,Dyrekcyjna / Borowska (Wroclavia),18
111627227,650801,2021-01-25 19:37:24,2021-01-25 19:48:20,Plac Strzegomski / Poznańska,Zachodnia / Poznańska,11
111627236,651262,2021-01-25 19:37:45,2021-01-25 19:44:40,Grabiszyńska / Stalowa,Zaporoska / Wielka / Krucza,7
111627279,651468,2021-01-25 19:39:42,2021-01-25 19:57:47,Aleja Kromera,Krzywoustego - Rynek Psie Pole,19
111627296,651471,2021-01-25 19:40:48,2021-01-25 19:42:13,Wałbrzyska - pętla tramwajowa,Skarbowców / Wietrzna,2
111627301,650204,2021-01-25 19:40:54,2021-01-25 20:08:28,Powstańców Śląskich (Arkady Wrocławskie),Promenady Wrocławskie,28
111627311,57608,2021-01-25 19:41:24,2021-01-25 19:48:37,Drobnera / Dubois,pl. Powstańców Wielkopolskich,8
111627319,650099,2021-01-25 19:41:47,2021-01-25 19:51:32,Aleja Hallera / Mielecka,Plac Powstańców Śląskich,10
111627320,57430,2021-01-25 19:41:48,2021-01-25 19:46:19,Poza stacją,Poza stacją,5
111627341,651139,2021-01-25 19:42:59,2021-01-25 19:48:49,Rynek,Kazimierza Wielkiego (Helios),6
111627356,650885,2021-01-25 19:43:32,2021-01-25 19:52:59,Zaporoska / Wielka / Krucza,Ślężna / Kamienna (Uniw. Ekonomiczny),10
111627360,650503,2021-01-25 19:43:42,2021-01-25 19:51:52,Poza stacją,Plac Grunwaldzki / Polaka,9
111627395,651222,2021-01-25 19:45:37,2021-01-25 19:54:52,Oporów (pętla tramwajowa),Hallera / Odkrywców,10
111627420,650240,2021-01-25 19:47:31,2021-01-25 19:53:14,Szczęśliwa (Sky Tower),Powstańcow Śląskich / Aleja Hallera,6
111627442,651471,2021-01-25 19:49:06,2021-01-25 19:55:27,Skarbowców / Wietrzna,Powstańców Śląskich/Orla,7
111627447,650270,2021-01-25 19:49:23,2021-01-25 20:02:22,Powstańców Śląskich (Arkady Wrocławskie),Powstańcow Śląskich / Aleja Hallera,13
111627455,651211,2021-01-25 19:50:06,2021-01-25 20:00:27,Gazowa / Międzyleska,Świeradowska / Krynicka,11
111627457,650284,2021-01-25 19:50:15,2021-01-25 20:12:07,Wita Stwosza / Szewska,Poza stacją,22
111627465,651375,2021-01-25 19:50:37,2021-01-25 20:05:31,Poza stacją,Poza stacją,15
111627479,650778,2021-01-25 19:51:37,2021-01-25 20:05:35,al. Kochanowskiego / Śniadeckich ,Nowowiejska / Wyszyńskiego,14
111627483,57814,2021-01-25 19:51:54,2021-01-25 19:59:03,Powstańców Śląskich/Orla,Racławicka / Rymarska,8
111627506,57430,2021-01-25 19:53:21,2021-01-25 20:02:43,Poza stacją,Poza stacją,10
111627521,651344,2021-01-25 19:54:29,2021-01-25 20:11:01,Poza stacją,Poza stacją,17
111627590,57291,2021-01-25 19:58:15,2021-01-25 20:06:46,al. Armii Krajowej / Borowska,Bardzka / Piękna,9
111627620,650503,2021-01-25 19:59:50,2021-01-25 20:07:32,Plac Grunwaldzki / Polaka,Plac Dominikański (Galeria Dominikańska),8
111627688,650458,2021-01-25 20:03:32,2021-01-25 20:21:57,Legnicka (Park Magnolia),Piłsudskiego 13 od Jump Hall,19
111627695,650360,2021-01-25 20:03:55,2021-01-25 20:06:41,Gliniana / Gajowa,Kamienna / Tomaszowska,3
